,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy
1631,Home,Espanyol,Spain,Barcelona,17.0,1990-04-25,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2007-06-14,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,575.0,363,2009-01-09,2010-01-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1634,Home,Espanyol,Spain,Girona,15.0,1991-11-10,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-02-15,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,708.0,392,2009-01-23,2010-02-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1635,Home,Espanyol,Spain,Barcelona,17.0,1987-05-29,Amb antecedents,1 fet,Contra les persones,Violent,1,2005-02-28,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,616.0,1199,2006-11-06,2010-02-17,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1647,Home,Estranger,Europa,Barcelona,15.0,1989-11-11,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2005-08-18,2005,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,179.0,1473,2006-02-13,2010-02-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1648,Home,Estranger,Centre i Sud Amèrica,Barcelona,15.0,1989-06-05,Amb antecedents,3 fets o més,Contra les persones,Violent,7,2004-12-04,2004,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1843.0,72,2009-12-21,2010-03-03,2014-05-10 00:00:00,24.0,1.0,De 4 a 5 anys,Contra les persones,Violent,True,MPA - Mediació i reparació d'adults,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1649,Home,Espanyol,Spain,Tarragona,16.0,1990-08-06,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2007-05-12,2007,Tarragona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,151.0,986,2007-10-10,2010-06-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1650,Home,Estranger,Magrib,Barcelona,18.0,1987-04-17,Amb antecedents,1 fet,Contra les persones,Violent,1,2005-05-05,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,197.0,1684,2005-11-18,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1651,Home,Estranger,Altres,Barcelona,15.0,1990-07-17,Amb antecedents,1 fet,Contra les persones,Violent,1,2006-05-26,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,356.0,962,2007-05-17,2010-01-04,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1652,Dona,Espanyol,Spain,Barcelona,17.0,1989-04-24,Amb antecedents,1 fet,Contra les persones,Violent,1,2006-10-10,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,330.0,1103,2007-09-05,2010-09-13,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1653,Home,Estranger,Centre i Sud Amèrica,Girona,16.0,1989-11-18,Amb antecedents,2 fets,Contra les persones,Violent,2,2006-05-03,2006,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1120.0,238,2009-05-27,2010-01-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1654,Home,Estranger,Magrib,Barcelona,15.0,1991-06-04,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-03-05,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,688.0,593,2009-01-21,2010-09-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1659,Dona,Estranger,Europa,Barcelona,15.0,1991-08-17,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-07-24,2007,Barcelona,Règim d'internament en llibertat vigilada,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,609.0,343,2009-03-24,2010-03-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1679,Home,Estranger,Centre i Sud Amèrica,Barcelona,17.0,1988-08-15,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2005-12-25,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,584.0,1018,2007-08-01,2010-05-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1680,Home,Espanyol,Spain,Barcelona,15.0,1991-07-05,Amb antecedents,1 fet,Contra les persones,Violent,1,2006-12-14,2006,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,1160.0,13,2010-02-16,2010-03-01,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1688,Home,Espanyol,Spain,Girona,17.0,1990-09-01,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-09-17,2007,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,644.0,199,2009-06-22,2010-01-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1689,Home,Espanyol,Spain,Girona,16.0,1989-05-11,Amb antecedents,1 fet,Contra les persones,Violent,1,2005-11-16,2005,Barcelona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,Més d'1 any,1212.0,480,2009-03-12,2010-07-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1691,Home,Estranger,Magrib,Barcelona,14.0,1988-09-28,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2003-09-23,2003,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,204.0,2137,2004-04-14,2010-02-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1692,Home,Estranger,Centre i Sud Amèrica,Barcelona,15.0,1990-12-11,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2006-09-22,2006,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1250.0,24,2010-02-23,2010-03-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1694,Home,Espanyol,Spain,Barcelona,15.0,1992-07-29,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-17,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,395.0,398,2008-12-16,2010-01-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1695,Dona,Espanyol,Spain,Tarragona,15.0,1991-12-05,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-09-12,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,504.0,496,2009-01-28,2010-06-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1696,Home,Estranger,Europa,Barcelona,14.0,1993-05-07,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-18,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,348.0,544,2008-10-31,2010-04-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1697,Home,Estranger,Magrib,Barcelona,15.0,1992-01-10,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-01-20,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,369.0,735,2008-01-24,2010-01-28,2015-03-13 00:00:00,23.0,1.0,De 5 a 6 anys,Contra les persones,Violent,True,SIPC - Presó,Presó,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1698,Dona,Estranger,Magrib,Tarragona,14.0,1990-10-12,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-06-05,2005,Tarragona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,908.0,878,2007-11-30,2010-04-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1699,Home,Espanyol,Spain,Lleida,16.0,1991-07-19,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-12-11,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,443.0,363,2009-02-26,2010-02-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1700,Home,Espanyol,Spain,Barcelona,17.0,1990-01-26,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-07-25,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,209.0,804,2008-02-19,2010-05-04,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1701,Dona,Espanyol,Spain,Barcelona,16.0,1990-02-28,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-01-13,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,767.0,359,2009-02-18,2010-02-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1702,Dona,Espanyol,Spain,Barcelona,17.0,1989-04-27,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-01-13,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,767.0,359,2009-02-18,2010-02-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1705,Dona,Estranger,Magrib,Tarragona,15.0,1992-05-10,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-05-28,2007,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,905.0,180,2009-11-18,2010-05-17,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1706,Dona,Espanyol,Spain,Barcelona,16.0,1991-09-11,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-09-29,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,439.0,544,2008-12-11,2010-06-08,2015-03-12 00:00:00,23.0,1.0,De 4 a 5 anys,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1708,Home,Estranger,Magrib,Barcelona,17.0,1988-01-27,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-10-21,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,357.0,1496,2006-10-13,2010-11-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1709,Home,Estranger,Magrib,Barcelona,16.0,1991-01-11,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-12-10,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,151.0,689,2008-05-09,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1710,Home,Espanyol,Spain,Barcelona,14.0,1992-09-07,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2006-12-03,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,556.0,718,2008-06-11,2010-05-31,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1711,Home,Estranger,Magrib,Barcelona,16.0,1988-03-02,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2004-10-09,2004,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,205.0,2018,2005-05-02,2010-11-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1716,Home,Estranger,Magrib,Barcelona,15.0,1992-05-13,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-24,2007,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,711.0,72,2009-11-04,2010-01-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1727,Home,Espanyol,Spain,Barcelona,16.0,1991-07-16,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-10-21,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,633.0,266,2009-07-15,2010-04-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1753,Home,Espanyol,Spain,Barcelona,15.0,1991-11-16,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-01-22,2007,Barcelona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,Menys de 6 mesos,1064.0,53,2009-12-21,2010-02-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1763,Home,Espanyol,Spain,Barcelona,16.0,1991-10-17,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-11-09,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,759.0,88,2009-12-07,2010-03-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1764,Home,Espanyol,Spain,Lleida,14.0,1993-03-10,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-10-12,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,278.0,544,2008-07-16,2010-01-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1765,Home,Espanyol,Spain,Barcelona,15.0,1991-11-14,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-11-09,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,473.0,364,2009-02-24,2010-02-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1766,Dona,Espanyol,Spain,Barcelona,15.0,1990-11-17,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2006-03-21,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1123.0,364,2009-04-17,2010-04-16,2010-11-29 00:00:00,20.0,1.0,De 6 mesos a 1 any,Altres,No violent,False,SIPC - Localització permanent,LP,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1767,Home,Espanyol,Spain,Barcelona,17.0,1990-03-18,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-10-27,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,411.0,544,2008-12-11,2010-06-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1769,Home,Espanyol,Spain,Barcelona,17.0,1990-02-25,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-08-23,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,516.0,402,2009-01-20,2010-02-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1770,Home,Espanyol,Spain,Barcelona,17.0,1987-12-01,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-01-29,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,469.0,1348,2006-05-13,2010-01-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1772,Home,Espanyol,Spain,Barcelona,16.0,1990-06-26,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2006-10-10,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,854.0,364,2009-02-10,2010-02-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1773,Dona,Espanyol,Spain,Barcelona,17.0,1990-08-08,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2007-12-31,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,424.0,348,2009-02-27,2010-02-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1774,Home,Estranger,Altres,Barcelona,14.0,1992-12-05,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-11-02,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,647.0,231,2009-08-10,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1775,Dona,Espanyol,Spain,Tarragona,16.0,1990-07-11,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2006-10-05,2006,Tarragona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,641.0,545,2008-07-07,2010-01-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1776,Home,Estranger,Magrib,Barcelona,15.0,1989-04-01,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2005-02-27,2005,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,81.0,1707,2005-05-19,2010-01-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1777,Home,Estranger,Magrib,Girona,16.0,1990-10-26,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2006-10-30,2006,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,470.0,713,2008-02-12,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1790,Home,Estranger,Magrib,Barcelona,14.0,1992-04-21,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2006-11-08,2006,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,827.0,361,2009-02-12,2010-02-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1819,Home,Estranger,Centre i Sud Amèrica,Barcelona,17.0,1986-03-29,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2004-02-11,2004,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,89.0,2111,2004-05-10,2010-02-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1820,Home,Espanyol,Spain,Barcelona,15.0,1991-04-25,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-02-09,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,462.0,864,2008-05-16,2010-09-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1828,Home,Estranger,Magrib,Barcelona,16.0,1987-05-14,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2003-09-18,2003,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,882.0,1445,2006-02-16,2010-01-31,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1829,Home,Estranger,Magrib,Barcelona,16.0,1990-09-06,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-07-14,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,605.0,299,2009-03-10,2010-01-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
1833,Home,Estranger,Magrib,Barcelona,17.0,1989-10-19,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2007-03-30,2007,Barcelona,Assistència a centre de dia,Mesures d'execució,Altres medi obert,Més d'1 any,607.0,411,2008-11-26,2010-01-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No
