,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,savry
2015,Dona,Espanyol,Spain,Barcelona,17.0,1993-01-13,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-05-22,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,150.0,5,2010-10-19,2010-10-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2016,Dona,Espanyol,Spain,Tarragona,16.0,1993-08-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-07-29,2010,Tarragona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,98.0,10,2010-11-04,2010-11-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2017,Dona,Espanyol,Spain,Barcelona,17.0,1992-12-03,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-22,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,85.0,13,2010-03-17,2010-03-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2018,Dona,Espanyol,Spain,Girona,16.0,1991-09-19,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-02-09,2008,Girona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,389.0,321,2009-03-04,2010-01-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2019,Dona,Espanyol,Spain,Girona,17.0,1991-06-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-01-23,2009,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,290.0,60,2009-11-09,2010-01-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2020,Dona,Espanyol,Spain,Lleida,17.0,1992-11-14,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-20,2010,Lleida,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,65.0,0,2010-05-24,2010-05-24,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2021,Dona,Espanyol,Spain,Tarragona,16.0,1993-08-28,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-30,2009,Tarragona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,181.0,13,2010-04-29,2010-05-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2022,Dona,Espanyol,Spain,Barcelona,17.0,1992-02-23,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-02,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,130.0,16,2010-03-12,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2038,Home,Espanyol,Spain,Tarragona,17.0,1992-06-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-24,2009,Tarragona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,97.0,144,2010-01-29,2010-06-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2039,Home,Espanyol,Spain,Barcelona,17.0,1992-12-20,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-06,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,97.0,0,2010-06-11,2010-06-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2040,Home,Espanyol,Spain,Barcelona,16.0,1992-02-07,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-06-28,2008,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Més d'1 any,269.0,369,2009-03-24,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2041,Home,Espanyol,Spain,Barcelona,16.0,1990-02-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-01-20,2007,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,1026.0,63,2009-11-11,2010-01-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2042,Home,Espanyol,Spain,Girona,17.0,1992-07-23,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-05-25,2010,Girona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,52.0,4,2010-07-16,2010-07-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2043,Dona,Espanyol,Spain,Barcelona,17.0,1991-02-09,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-12-13,2008,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,528.0,192,2010-05-25,2010-12-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2049,Home,Espanyol,Spain,Tarragona,17.0,1993-01-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-08-03,2010,Girona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,0.0,0,2010-05-12,2010-05-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2055,Home,Espanyol,Spain,Barcelona,15.0,1992-12-18,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-07-11,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,318.0,359,2009-05-25,2010-05-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2058,Home,Espanyol,Spain,Barcelona,16.0,1991-06-02,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-11-03,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,571.0,299,2009-05-27,2010-03-22,2011-09-01 00:00:00,20.0,2.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,MPA - Assessorament tècnic,Altres MPA,2 o 3 reincidències,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2059,Dona,Espanyol,Spain,Barcelona,16.0,1990-11-10,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2007-09-30,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,535.0,533,2009-03-18,2010-09-02,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2061,Home,Espanyol,Spain,Girona,15.0,1992-03-27,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-05,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,481.0,472,2008-12-29,2010-04-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2062,Home,Espanyol,Spain,Barcelona,15.0,1990-07-27,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-06-03,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1004.0,327,2009-03-03,2010-01-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2064,Home,Espanyol,Spain,Tarragona,15.0,1992-03-23,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2008-02-15,2008,Tarragona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Menys de 6 mesos,584.0,108,2009-09-21,2010-01-07,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2065,Home,Espanyol,Spain,Girona,14.0,1995-09-06,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-16,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,48.0,208,2009-12-03,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2066,Home,Espanyol,Spain,Girona,14.0,1993-04-09,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-07-12,2007,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,743.0,201,2009-07-24,2010-02-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2069,Home,Espanyol,Spain,Lleida,17.0,1993-05-16,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-06-20,2010,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,109.0,76,2010-10-07,2010-12-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2070,Home,Espanyol,Spain,Tarragona,17.0,1992-05-25,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2009-07-17,2009,Tarragona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,230.0,1,2010-03-04,2010-03-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2071,Home,Espanyol,Spain,Girona,16.0,1993-11-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-01-30,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,37.0,67,2010-03-08,2010-05-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2072,Home,Espanyol,Spain,Barcelona,17.0,1992-07-01,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2010-01-26,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,94.0,59,2010-04-30,2010-06-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2073,Home,Espanyol,Spain,Barcelona,17.0,1992-01-03,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-08-05,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,105.0,119,2009-11-18,2010-03-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2074,Home,Espanyol,Spain,Barcelona,16.0,1992-12-05,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2009-04-21,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,197.0,84,2009-11-04,2010-01-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2075,Home,Espanyol,Spain,Barcelona,16.0,1993-03-12,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-17,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,132.0,4,2010-02-26,2010-03-03,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2076,Home,Espanyol,Spain,Barcelona,16.0,1991-05-05,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-04,2007,Girona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,842.0,185,2009-11-23,2010-05-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2077,Home,Espanyol,Spain,Barcelona,16.0,1991-12-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-03-20,2008,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,522.0,258,2009-08-24,2010-05-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2078,Home,Espanyol,Spain,Tarragona,16.0,1991-06-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-05-28,2008,Tarragona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Més d'1 any,467.0,395,2009-09-07,2010-10-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2079,Home,Espanyol,Spain,Barcelona,17.0,1991-09-23,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2008-12-24,2008,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,477.0,43,2010-04-15,2010-05-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2080,Home,Espanyol,Spain,Lleida,16.0,1992-05-20,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-08-01,2008,Lleida,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,550.0,83,2010-02-02,2010-04-27,2014-05-15 00:00:00,21.0,1.0,De 4 a 5 anys,Altres,No violent,False,SIPC - Presó,Presó,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2081,Home,Espanyol,Spain,Tarragona,16.0,1993-02-03,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-06-12,2009,Tarragona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,301.0,75,2010-04-09,2010-06-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2082,Home,Espanyol,Spain,Barcelona,17.0,1993-05-15,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2010-05-18,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,34.0,6,2010-06-21,2010-06-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2085,Home,Espanyol,Spain,Tarragona,16.0,1992-09-11,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2009-05-26,2009,Tarragona,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,71.0,212,2009-08-05,2010-03-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2086,Home,Espanyol,Spain,Barcelona,17.0,1991-07-06,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-01-17,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,453.0,34,2010-04-15,2010-05-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2087,Home,Espanyol,Spain,Barcelona,16.0,1990-11-26,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,5,2007-02-27,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,790.0,309,2009-04-27,2010-03-02,2014-04-05 00:00:00,23.0,1.0,De 4 a 5 anys,Contra la propietat violent,Violent,True,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2088,Home,Espanyol,Spain,unknown,16.0,1988-12-01,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2005-11-18,2005,Tarragona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Més d'1 any,937.0,634,2008-06-12,2010-03-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2089,Home,Espanyol,Spain,Barcelona,17.0,1992-11-25,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-04-07,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,84.0,0,2010-06-30,2010-06-30,2013-03-28 00:00:00,20.0,2.0,De 2 a 3 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2091,Home,Espanyol,Spain,Barcelona,17.0,1989-12-08,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-09-14,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Més d'1 any,402.0,786,2008-10-20,2010-12-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2092,Home,Espanyol,Spain,Barcelona,17.0,1991-12-06,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-19,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,54.0,7,2010-01-12,2010-01-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2095,Home,Espanyol,Spain,Girona,16.0,1991-12-02,Amb antecedents,1 fet,Altres,No violent,1,2008-02-11,2008,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,493.0,221,2009-06-18,2010-01-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2096,Home,Espanyol,Spain,Tarragona,15.0,1993-05-31,Amb antecedents,1 fet,Altres,No violent,1,2008-06-26,2008,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,356.0,266,2009-06-17,2010-03-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2097,Home,Espanyol,Spain,Barcelona,15.0,1992-02-28,Amb antecedents,1 fet,Altres,No violent,1,2007-10-29,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,897.0,133,2010-04-13,2010-08-24,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2098,Home,Espanyol,Spain,Lleida,16.0,1990-07-22,Amb antecedents,2 fets,Altres,No violent,2,2006-11-12,2006,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,493.0,822,2008-03-19,2010-06-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2099,Home,Espanyol,Spain,Lleida,13.0,1994-11-24,Amb antecedents,1 fet,Altres,No violent,1,2008-02-25,2008,Lleida,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,861.0,17,2010-07-05,2010-07-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2100,Home,Espanyol,Spain,Barcelona,15.0,1993-07-13,Amb antecedents,1 fet,Altres,No violent,1,2009-05-28,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,288.0,10,2010-03-12,2010-03-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2101,Home,Espanyol,Spain,Barcelona,15.0,1993-07-27,Amb antecedents,1 fet,Altres,No violent,1,2009-06-16,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,310.0,20,2010-04-22,2010-05-13,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2105,Home,Espanyol,Spain,Tarragona,17.0,1992-04-08,Amb antecedents,1 fet,Altres,No violent,1,2009-09-19,2009,Tarragona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,283.0,0,2010-06-29,2010-06-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
2106,Home,Espanyol,Spain,Barcelona,17.0,1991-09-09,Amb antecedents,1 fet,Altres,No violent,1,2009-06-08,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,372.0,40,2010-06-15,2010-07-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
